# x, y, z
-0.187659,0.0395072,1.4598
-0.1658,0.0390116,1.44149
-0.14563,0.0388346,1.43494
-0.125869,0.038729,1.43105
-0.106802,0.0388372,1.43504
-0.0877441,0.0389974,1.44096
-0.068961,0.0394063,1.45607
-0.0502014,0.0401611,1.48396
-0.226988,0.0592142,1.45865
-0.203075,0.0580213,1.42927
-0.181976,0.0574663,1.41559
-0.161627,0.0570447,1.40521
-0.142284,0.0569137,1.40198
-0.123148,0.0568375,1.40011
-0.104418,0.0569552,1.403
-0.0857156,0.0571438,1.40765
-0.0671399,0.0575485,1.41762
-0.0484056,0.0580867,1.43088
-0.0295038,0.0590077,1.45356
-0.244723,0.0783114,1.44681
-0.220379,0.0766536,1.41618
-0.198728,0.075706,1.39868
-0.178633,0.0752138,1.38958
-0.159029,0.074837,1.38262
-0.140063,0.0747004,1.3801
-0.12129,0.0746398,1.37898
-0.102812,0.0747725,1.38143
-0.0843674,0.0749932,1.38551
-0.0659753,0.0754003,1.39303
-0.0474939,0.0759902,1.40393
-0.0288142,0.0768379,1.41959
-0.00977087,0.078167,1.44414
0.0101334,0.0810674,1.49773
-0.264192,0.0978488,1.44621
-0.238733,0.095493,1.41139
-0.216653,0.0941971,1.39224
-0.195854,0.0932637,1.37844
-0.176303,0.0927911,1.37146
-0.15707,0.0923943,1.3656
-0.138371,0.0922473,1.36342
-0.119868,0.092206,1.36281
-0.101584,0.0923492,1.36493
-0.0833663,0.0926292,1.36907
-0.0651463,0.0930661,1.37552
-0.0468546,0.0937093,1.38503
-0.0283684,0.0945612,1.39762
-0.00958526,0.0958526,1.41671
0.00976387,0.0976387,1.44311
-0.258111,0.114716,1.41293
-0.23517,0.112881,1.39033
-0.213989,0.111646,1.37512
-0.193786,0.110735,1.36389
-0.174516,0.110221,1.35756
-0.155552,0.109801,1.35239
-0.137062,0.10965,1.35053
-0.118764,0.109628,1.35026
-0.100626,0.109773,1.35205
-0.0825842,0.110112,1.35622
-0.0645008,0.110573,1.3619
-0.0463694,0.111287,1.37069
-0.0280433,0.112173,1.38161
-0.00946069,0.113528,1.3983
0.00960673,0.115281,1.41988
0.0295455,0.118182,1.45562
-0.280466,0.135398,1.42942
-0.25486,0.13215,1.39513
-0.232772,0.130352,1.37616
-0.211999,0.129043,1.36233
-0.192219,0.128146,1.35286
-0.173137,0.127574,1.34683
-0.154374,0.127132,1.34215
-0.136056,0.126986,1.34062
-0.117908,0.126978,1.34053
-0.0998805,0.127121,1.34204
-0.0819747,0.127516,1.34621
-0.063998,0.127996,1.35128
-0.0460017,0.128805,1.35982
-0.0278134,0.129796,1.37028
-0.00936865,0.131161,1.38469
0.00949996,0.132999,1.4041
0.0290609,0.135617,1.43174
-0.276605,0.15261,1.40974
-0.25266,0.149725,1.38309
-0.231004,0.147842,1.3657
-0.210501,0.146435,1.3527
-0.191032,0.145548,1.34451
-0.17208,0.144909,1.33861
-0.153469,0.144441,1.33428
-0.135276,0.144295,1.33293
-0.117242,0.144297,1.33295
-0.0993035,0.144442,1.33429
-0.0815008,0.14489,1.33843
-0.063642,0.145467,1.34376
-0.0457147,0.146287,1.35133
-0.0276417,0.147423,1.36182
-0.00929916,0.148787,1.37442
0.00942453,0.150792,1.39295
0.0287877,0.153534,1.41828
0.0495053,0.158417,1.46338
-0.307793,0.178719,1.46749
-0.274568,0.170422,1.39936
-0.25113,0.16742,1.37471
-0.229696,0.165381,1.35797
-0.209436,0.163906,1.34586
-0.190153,0.162989,1.33833
-0.171297,0.162281,1.33251
-0.152793,0.161781,1.32841
-0.134693,0.161632,1.32718
-0.116743,0.161644,1.32728
-0.0988846,0.161811,1.32866
-0.0811465,0.162293,1.33261
-0.063374,0.162962,1.3381
-0.0454939,0.163778,1.34481
-0.0275116,0.165069,1.35541
-0.00925548,0.166599,1.36797
0.00936931,0.168647,1.38479
0.0286054,0.171632,1.4093
0.0489933,0.176376,1.44825
-0.302737,0.195314,1.44338
-0.273268,0.188461,1.39273
-0.250064,0.185232,1.36888
-0.228786,0.183029,1.35259
-0.208817,0.18158,1.34188
-0.18954,0.180515,1.33401
-0.170749,0.179735,1.32825
-0.152356,0.179242,1.32461
-0.134289,0.179052,1.3232
-0.116395,0.179069,1.32333
-0.0986119,0.179294,1.32499
-0.0808961,0.179769,1.3285
-0.0631831,0.180523,1.33407
-0.045372,0.181488,1.3412
-0.0274164,0.182776,1.35072
-0.00922747,0.184549,1.36383
0.00933746,0.186749,1.38008
0.0284811,0.189874,1.40317
0.0487361,0.194944,1.44065
-0.30127,0.213804,1.43638
-0.272518,0.206738,1.38891
-0.249513,0.203307,1.36586
-0.228424,0.201013,1.35045
-0.208451,0.199388,1.33953
-0.189162,0.198169,1.33134
-0.170447,0.19736,1.32591
-0.152114,0.196854,1.32251
-0.134054,0.196613,1.32089
-0.116194,0.196635,1.32104
-0.0984569,0.196914,1.32291
-0.0807673,0.197431,1.32639
-0.0630629,0.198198,1.33153
-0.0453012,0.199325,1.33911
-0.0273748,0.200748,1.34867
-0.00920855,0.202588,1.36103
0.00932506,0.205151,1.37825
0.0284388,0.208551,1.40109
0.0486143,0.213903,1.43705
-0.303866,0.235251,1.44877
-0.272945,0.225885,1.39108
-0.249611,0.221876,1.3664
-0.228366,0.219232,1.35011
-0.208367,0.217426,1.33899
-0.189097,0.216111,1.33089
-0.170403,0.215246,1.32556
-0.152057,0.214669,1.32201
-0.133995,0.214392,1.32031
-0.116141,0.214415,1.32045
-0.098417,0.214728,1.32237
-0.0807436,0.215316,1.326
-0.0630448,0.216154,1.33115
-0.0452834,0.21736,1.33859
-0.0273688,0.218951,1.34838
-0.00921024,0.221046,1.36128
0.00932253,0.223741,1.37788
0.0284609,0.227687,1.40218
0.048798,0.23423,1.44248
-0.273848,0.245519,1.39569
-0.250172,0.240907,1.36947
-0.228802,0.237954,1.35268
-0.208637,0.23585,1.34073
-0.189295,0.234365,1.33228
-0.17055,0.233384,1.32671
-0.152188,0.232758,1.32315
-0.134108,0.232455,1.32142
-0.116237,0.232474,1.32153
-0.0984959,0.232809,1.32343
-0.0808066,0.233441,1.32703
-0.0631061,0.234394,1.33245
-0.0453393,0.235764,1.34024
-0.0274124,0.237574,1.35053
-0.00922552,0.239863,1.36354
0.0093488,0.243069,1.38176
0.0285672,0.247583,1.40742
0.0492661,0.256183,1.45631
-0.276105,0.266585,1.40719
-0.251381,0.260692,1.37609
-0.229641,0.257198,1.35765
-0.209294,0.254793,1.34495
-0.189839,0.253118,1.33611
-0.170972,0.251959,1.32999
-0.152545,0.25125,1.32625
-0.134406,0.250891,1.32435
-0.11649,0.250902,1.32441
-0.0987258,0.251302,1.32652
-0.0809997,0.251999,1.3302
-0.063275,0.2531,1.33601
-0.0454638,0.254597,1.34392
-0.0274905,0.256578,1.35438
-0.00925881,0.259247,1.36846
0.00939435,0.263042,1.38849
0.0287684,0.268505,1.41733
-0.281963,0.291686,1.43705
-0.253567,0.281741,1.38805
-0.231052,0.277262,1.36598
-0.210368,0.274393,1.35185
-0.190674,0.272391,1.34199
-0.171663,0.271046,1.33536
-0.15315,0.270265,1.33152
-0.134914,0.269827,1.32936
-0.116933,0.269845,1.32944
-0.0991057,0.270288,1.33163
-0.0813121,0.27104,1.33533
-0.0635354,0.272295,1.34151
-0.0456757,0.274054,1.35018
-0.027639,0.27639,1.36169
-0.00931842,0.279553,1.37727
0.00947129,0.284139,1.39986
0.0291753,0.291753,1.43738
-0.257731,0.305459,1.41085
-0.233434,0.298795,1.38007
-0.212044,0.295017,1.36262
-0.192034,0.292623,1.35156
-0.172775,0.29099,1.34402
-0.154055,0.289987,1.33938
-0.135685,0.289461,1.33696
-0.117592,0.289458,1.33694
-0.0996736,0.28996,1.33926
-0.0818098,0.290879,1.34351
-0.063944,0.292315,1.35014
-0.0459875,0.29432,1.3594
-0.0278608,0.297181,1.37261
-0.00940763,0.301044,1.39046
0.00960691,0.307421,1.41991
-0.237368,0.32282,1.40333
-0.214722,0.317414,1.37983
-0.193985,0.314071,1.36529
-0.174358,0.31201,1.35633
-0.155373,0.310747,1.35084
-0.136818,0.310121,1.34812
-0.118564,0.310092,1.34799
-0.100492,0.310613,1.35026
-0.0825087,0.3117,1.35498
-0.0645293,0.313428,1.3625
-0.0464612,0.315936,1.3734
-0.028188,0.319464,1.38874
-0.00956205,0.32511,1.41328
-0.21959,0.343706,1.41111
-0.197129,0.337936,1.38742
-0.176766,0.334925,1.37506
-0.157313,0.333133,1.36771
-0.13841,0.332183,1.3638
-0.119925,0.332099,1.36346
-0.101675,0.332755,1.36615
-0.0835215,0.334086,1.37162
-0.0654015,0.336351,1.38091
-0.0471938,0.339795,1.39506
-0.0287785,0.345342,1.41783
-0.206521,0.373704,1.45352
-0.181048,0.362095,1.40837
-0.16052,0.358808,1.39558
-0.14098,0.35715,1.38913
-0.12211,0.356937,1.3883
-0.10354,0.357683,1.39121
-0.0851957,0.359715,1.39911
-0.0669096,0.363224,1.41276
-0.0488345,0.371142,1.44355
